file_name,category
0.png,0
1.png,0
2.png,0
3.png,0
4.png,0
5.png,0
6.png,0
7.png,0
8.png,0
9.png,0
10.png,1
11.png,1
12.png,1
13.png,1
14.png,1
15.png,1
16.png,1
17.png,1
18.png,1
19.png,1
20.png,1
21.png,1
22.png,1
23.png,0
24.png,0
25.png,0
26.png,0
27.png,0
28.png,0
29.png,0
30.png,0
31.png,0
32.png,0
33.png,0
34.png,0
35.png,0
36.png,0
37.png,0
38.png,0
39.png,0
40.png,0
41.png,0
42.png,0
43.png,0
44.png,0
45.png,0
46.png,0
47.png,0
48.png,0
49.png,0
50.png,0
51.png,0
52.png,0
53.png,0
54.png,0
55.png,0
56.png,0
57.png,0
58.png,0
59.png,0
60.png,0
61.png,0
62.png,0
63.png,1
64.png,1
65.png,1
66.png,1
67.png,1
68.png,1
69.png,1
70.png,1
71.png,1
72.png,1
73.png,1
74.png,1
75.png,1
76.png,1
77.png,1
78.png,1
79.png,1
80.png,1
81.png,1
82.png,1
83.png,1
84.png,1
85.png,1
86.png,1
87.png,1
88.png,1
89.png,1
90.png,1
91.png,1
92.png,1
93.png,1
94.png,1
95.png,1
96.png,1
97.png,1
98.png,1
99.png,1
100.png,1
101.png,1
102.png,0
103.png,0
104.png,0
105.png,0
106.png,0
107.png,0
108.png,0
109.png,0
110.png,0
111.png,0
112.png,0
113.png,0
114.png,0
115.png,0
116.png,0
117.png,0
118.png,0
119.png,0
120.png,0
121.png,0
122.png,0
123.png,0
124.png,0
125.png,0
126.png,0
127.png,1
128.png,1
129.png,1
130.png,1
131.png,1
132.png,1
133.png,1
134.png,1
135.png,1
136.png,1
137.png,1
138.png,1
139.png,1
140.png,0
141.png,0
142.png,0
143.png,0
144.png,0
145.png,0
146.png,0
147.png,0
148.png,0
149.png,0
150.png,0
151.png,0
152.png,0
153.png,0
154.png,0
155.png,0
156.png,0
157.png,0
158.png,0
159.png,0
160.png,0
161.png,0
162.png,0
163.png,0
164.png,0
165.png,0
166.png,0
167.png,0
168.png,0
169.png,0
170.png,1
171.png,1
172.png,1
173.png,1
174.png,1
175.png,1
176.png,1
177.png,1
178.png,1
179.png,1
180.png,1
181.png,1
182.png,1
183.png,1
184.png,1
185.png,1
186.png,1
187.png,1
188.png,1
189.png,1
190.png,1
191.png,1
192.png,1
193.png,1
194.png,1
195.png,1
196.png,0
197.png,0
198.png,0
199.png,0
200.png,0
201.png,0
202.png,0
203.png,0
204.png,0
205.png,0
206.png,0
207.png,0
208.png,0
209.png,0
210.png,0
211.png,0
212.png,0
213.png,0
214.png,0
215.png,0
216.png,0
217.png,0
218.png,0
219.png,0
220.png,0
221.png,0
222.png,0
223.png,0
224.png,0
225.png,0
226.png,0
227.png,0
228.png,0
229.png,0
230.png,0
231.png,0
232.png,0
233.png,0
234.png,0
235.png,0
236.png,0
237.png,0
238.png,0
239.png,0
240.png,0
241.png,0
242.png,0
243.png,0
244.png,0
245.png,0
246.png,1
247.png,1
248.png,1
249.png,1
250.png,1
251.png,1
252.png,1
253.png,1
254.png,1
255.png,1
256.png,1
257.png,1
258.png,1
259.png,1
260.png,1
261.png,1
262.png,1
263.png,1
264.png,1
265.png,1
266.png,1
267.png,1
268.png,1
269.png,1
270.png,1
271.png,1
272.png,0
273.png,0
274.png,0
275.png,0
276.png,0
277.png,0
278.png,0
279.png,0
280.png,0
281.png,0
282.png,0
283.png,0
284.png,0
285.png,0
286.png,0
287.png,0
288.png,0
289.png,0
290.png,0
291.png,0
292.png,0
293.png,0
294.png,0
295.png,0
296.png,0
297.png,1
298.png,1
299.png,1
300.png,1
301.png,1
302.png,1
303.png,1
304.png,1
305.png,1
306.png,1
307.png,1
308.png,1
309.png,1
310.png,1
311.png,1
312.png,1
313.png,1
314.png,1
315.png,1
316.png,1
317.png,1
318.png,1
319.png,1
320.png,1
321.png,1
322.png,1
323.png,0
324.png,0
325.png,0
326.png,0
327.png,0
328.png,0
329.png,0
330.png,0
331.png,0
332.png,0
333.png,0
334.png,0
335.png,0
336.png,0
337.png,0
338.png,1
339.png,1
340.png,1
341.png,1
342.png,1
343.png,1
344.png,1
345.png,1
346.png,1
347.png,1
348.png,1
349.png,1
350.png,1
351.png,0
352.png,0
353.png,0
354.png,0
355.png,0
356.png,0
357.png,0
358.png,0
359.png,0
360.png,0
361.png,0
362.png,0
363.png,0
364.png,0
365.png,0
366.png,0
367.png,0
368.png,0
369.png,0
370.png,0
371.png,0
372.png,0
373.png,0
374.png,0
375.png,0
376.png,0
377.png,0
378.png,0
379.png,0
380.png,0
381.png,0
382.png,0
383.png,0
384.png,0
385.png,0
386.png,1
387.png,1
388.png,1
389.png,1
390.png,1
391.png,1
392.png,1
393.png,1
394.png,1
395.png,1
396.png,1
397.png,1
398.png,1
399.png,0
400.png,0
401.png,0
402.png,0
403.png,0
404.png,0
405.png,0
406.png,0
407.png,0
408.png,0
409.png,0
410.png,0
411.png,0
412.png,0
413.png,0
414.png,0
415.png,0
416.png,0
417.png,0
418.png,0
419.png,0
420.png,0
421.png,0
422.png,0
423.png,0
424.png,0
425.png,0
426.png,0
427.png,0
428.png,0
429.png,0
430.png,0
431.png,0
432.png,0
433.png,0
434.png,1
435.png,1
436.png,1
437.png,1
438.png,1
439.png,1
440.png,1
441.png,1
442.png,1
443.png,1
444.png,1
445.png,1
446.png,1
447.png,0
448.png,0
449.png,0
450.png,0
451.png,0
452.png,0
453.png,0
454.png,0
455.png,0
456.png,0
457.png,0
458.png,0
459.png,0
460.png,0
461.png,0
462.png,1
463.png,1
464.png,1
465.png,1
466.png,1
467.png,1
468.png,1
469.png,1
470.png,1
471.png,1
472.png,1
473.png,1
474.png,1
475.png,0
476.png,0
